setting,Accuracy,Precision,Recall,F-score,adjAccuracy,adjPrecision,adjRecall,adjF-score
anomaly_detection_mse_UCRA_002_UCR_Anomaly_DISTORTED2sddb40_35000_56600_56900.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_14-50-08,0.98493624,0.002680965147453083,0.0033333334,0.0029717681,0.99164873,0.44642857,1.0,0.61728394
anomaly_detection_mse_UCRA_003_UCR_Anomaly_DISTORTED3sddb40_35000_46600_46900.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_14-51-42,0.98787713,0.027559055118110236,0.023333333,0.025270758,0.9944549,0.54844606,1.0,0.70838255
anomaly_detection_mse_UCRA_004_UCR_Anomaly_DISTORTEDBIDMC1_2500_5400_5600.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_14-53-18,0.96803975,0.013888888888888888,0.005,0.007352941,0.9915956,0.73800737,1.0,0.8492569
anomaly_detection_mse_UCRA_005_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature1_4000_5391_5392.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_14-53-56,0.8565104,0.0018115942028985507,1.0,0.0036166366,0.8565104,0.0018115942,1.0,0.0036166366
anomaly_detection_mse_UCRA_006_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature2_4000_5703_5727.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_14-54-33,0.9244792,0.0037313432835820895,0.041666668,0.006849315,0.93046874,0.082474224,1.0,0.15238096
anomaly_detection_mse_UCRA_007_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature3_4000_6520_6544.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_14-55-12,0.7190104,0.004694835680751174,0.20833333,0.009182736,0.7239583,0.022140222,1.0,0.0433213
anomaly_detection_mse_UCRA_008_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature4_4000_5549_5597.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_14-55-50,0.9838542,0.0625,0.020833334,0.03125,0.99609375,0.7619048,1.0,0.8648649
anomaly_detection_mse_UCRA_001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_14-58-34,0.9784258,0.014245014245014245,0.008064516,0.010298661,0.9922324,0.6418219,1.0,0.7818411
anomaly_detection_mse_UCRA_002_UCR_Anomaly_DISTORTED2sddb40_35000_56600_56900.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-00-08,0.98493624,0.002680965147453083,0.0033333334,0.0029717681,0.99164873,0.44642857,1.0,0.61728394
anomaly_detection_mse_UCRA_003_UCR_Anomaly_DISTORTED3sddb40_35000_46600_46900.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-01-43,0.98787713,0.027559055118110236,0.023333333,0.025270758,0.9944549,0.54844606,1.0,0.70838255
anomaly_detection_mse_UCRA_004_UCR_Anomaly_DISTORTEDBIDMC1_2500_5400_5600.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-03-15,0.96803975,0.013888888888888888,0.005,0.007352941,0.9915956,0.73800737,1.0,0.8492569
anomaly_detection_mse_UCRA_005_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature1_4000_5391_5392.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-03-53,0.8565104,0.0018115942028985507,1.0,0.0036166366,0.8565104,0.0018115942,1.0,0.0036166366
anomaly_detection_mse_UCRA_006_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature2_4000_5703_5727.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-04-32,0.9244792,0.0037313432835820895,0.041666668,0.006849315,0.93046874,0.082474224,1.0,0.15238096
anomaly_detection_mse_UCRA_007_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature3_4000_6520_6544.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-05-11,0.7190104,0.004694835680751174,0.20833333,0.009182736,0.7239583,0.022140222,1.0,0.0433213
anomaly_detection_mse_UCRA_008_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature4_4000_5549_5597.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-05-48,0.9838542,0.0625,0.020833334,0.03125,0.99609375,0.7619048,1.0,0.8648649
anomaly_detection_mse_UCRA_009_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature5_4000_4852_4900.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-06-26,0.90520835,0.0031446540880503146,0.020833334,0.0054644807,0.9174479,0.13150685,1.0,0.23244552
anomaly_detection_mse_UCRA_010_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature6_4000_6006_6054.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-07-03,0.9760417,0.021739130434782608,0.020833334,0.021276595,0.98828125,0.516129,1.0,0.68085104
anomaly_detection_mse_UCRA_011_UCR_Anomaly_DISTORTEDECG1_10000_11800_12100.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-07-41,0.9850761,1.0,0.006666667,0.013245033,1.0,1.0,1.0,1.0
anomaly_detection_mse_UCRA_012_UCR_Anomaly_DISTORTEDECG2_15000_16000_16100.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-08-31,0.9906798,0.02631578947368421,0.01,0.014492754,0.99746436,0.729927,1.0,0.84388185
anomaly_detection_mse_UCRA_013_UCR_Anomaly_DISTORTEDECG3_15000_16000_16100.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-09-29,0.975466,0.0038461538461538464,0.01,0.0055555557,0.9822506,0.27855152,1.0,0.43572986
anomaly_detection_mse_UCRA_014_UCR_Anomaly_DISTORTEDECG3_8000_17000_17100.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-10-27,0.9942336,0.038461538461538464,0.01,0.015873017,0.9988374,0.8,1.0,0.8888889
anomaly_detection_mse_UCRA_015_UCR_Anomaly_DISTORTEDECG4_5000_16800_17100.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-11-15,0.9984467,0.2,0.0033333334,0.006557377,0.9999795,0.9868421,1.0,0.9933775
anomaly_detection_mse_UCRA_016_UCR_Anomaly_DISTORTEDECG4_5000_16900_17100.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-12-02,0.9909668,0.041666666666666664,0.005,0.008928572,0.99906415,0.89686096,1.0,0.9456265
anomaly_detection_mse_UCRA_017_UCR_Anomaly_DISTORTEDECG4_5000_17000_17100.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-12-44,0.9025472,0.0017368649587494573,0.04,0.0033291718,0.90645343,0.041684035,1.0,0.08003201
anomaly_detection_mse_UCRA_018_UCR_Anomaly_DISTORTEDECG4_8000_17000_17100.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-13-25,0.95419455,0.0011273957158962795,0.01,0.0020263426,0.95879835,0.10141988,1.0,0.18416207
anomaly_detection_mse_UCRA_019_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z1_5000_6168_6212.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-14-12,0.8784722,0.0012531328320802004,0.022727273,0.002375297,0.88469326,0.05231867,1.0,0.09943503
anomaly_detection_mse_UCRA_020_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z2_5000_7175_7388.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-14-52,0.9684606,0.3333333333333333,0.02347418,0.04385965,0.9985532,0.9551569,1.0,0.9770642
anomaly_detection_mse_UCRA_021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-15-32,0.8981481,0.0015128593040847202,0.022222223,0.0028328612,0.9045139,0.06382979,1.0,0.12
anomaly_detection_mse_UCRA_022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4_4000_6527_6645.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-16-11,0.98046875,0.05555555555555555,0.016949153,0.025974026,0.9955729,0.7763158,1.0,0.8740741
anomaly_detection_mse_UCRA_023_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z5_5000_8612_8716.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-16-49,0.98480904,0.45454545454545453,0.048076924,0.08695652,0.9991319,0.94545454,1.0,0.97196263
anomaly_detection_mse_UCRA_024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-17-28,0.4924479,0.0031071983428275505,0.2,0.0061193267,0.4986979,0.015345269,1.0,0.0302267
anomaly_detection_mse_UCRA_025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-18-05,0.67317706,0.0006752194463200541,0.037037037,0.0013262599,0.6788194,0.01791639,1.0,0.035202086
anomaly_detection_mse_UCRA_026_UCR_Anomaly_DISTORTEDInternalBleeding15_1700_5684_5854.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-18-42,0.9640997,0.04,0.005882353,0.010256411,0.99553573,0.87628865,1.0,0.93406594
anomaly_detection_mse_UCRA_027_UCR_Anomaly_DISTORTEDInternalBleeding16_1200_4187_4199.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-19-16,0.47688803,0.00031210986267166043,0.083333336,0.00062189053,0.47867838,0.0037325039,1.0,0.0074372482
anomaly_detection_mse_UCRA_028_UCR_Anomaly_DISTORTEDInternalBleeding17_1600_3198_3309.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-19-48,0.97786456,0.1,0.009009009,0.016528925,0.9983259,0.925,1.0,0.96103895
anomaly_detection_mse_UCRA_029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-20-22,0.9722222,0.03571428571428571,0.009803922,0.015384615,0.9941406,0.7906977,1.0,0.8831169
anomaly_detection_mse_UCRA_030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-20-59,0.94635415,0.005050505050505051,0.1,0.009615385,0.9486979,0.048309177,1.0,0.0921659
anomaly_detection_mse_UCRA_031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-21-38,0.96744794,1.0,0.0625,0.11764706,1.0,1.0,1.0,1.0
anomaly_detection_mse_UCRA_032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-22-14,0.9358724,0.05,0.005586592,0.010050251,0.9938151,0.9040404,1.0,0.9496021
anomaly_detection_mse_UCRA_033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-22-47,0.944987,1.0,0.005882353,0.0116959065,1.0,1.0,1.0,1.0
anomaly_detection_mse_UCRA_034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-23-24,0.94222003,0.00980392156862745,0.012903226,0.011142061,0.9671224,0.43417367,1.0,0.60546875
anomaly_detection_mse_UCRA_035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-24-00,0.96310765,0.015873015873015872,0.0091743115,0.011627907,0.98654515,0.6374269,1.0,0.7785714
anomaly_detection_mse_UCRA_036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-24-38,0.9720052,0.16666666666666666,0.0121951215,0.022727273,0.9983724,0.9425287,1.0,0.9704142
anomaly_detection_mse_UCRA_037_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG1_5000_17210_17260.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-25-17,0.8949382,0.001182033096926714,0.06,0.0023183925,0.8968506,0.01934236,1.0,0.037950665
anomaly_detection_mse_UCRA_038_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG2_5000_27862_27932.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-25-58,0.95548505,0.0009746588693957114,0.014285714,0.0018248175,0.95829266,0.06392694,1.0,0.12017167
anomaly_detection_mse_UCRA_039_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG3_5000_16390_16420.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-26-38,0.92366534,0.0005411255411255411,0.033333335,0.0010649627,0.9248454,0.015982952,1.0,0.03146303
anomaly_detection_mse_UCRA_040_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG4_6000_17390_17520.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-27-18,0.92578125,0.0006101281269066504,0.0076923077,0.0011305823,0.9311996,0.073529415,1.0,0.1369863
anomaly_detection_mse_UCRA_041_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG5_7000_17390_17520.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-28-01,0.9914242,0.015873015873015872,0.0076923077,0.010362694,0.9972162,0.6770833,1.0,0.8074534
anomaly_detection_mse_UCRA_042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-28-47,0.94095725,0.0009199632014719411,0.004347826,0.0015186028,0.9512392,0.17477204,1.0,0.29754204
anomaly_detection_mse_UCRA_043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-29-31,0.9888295,0.2,0.00625,0.012121212,0.9997259,0.9756098,1.0,0.9876543
anomaly_detection_mse_UCRA_044_UCR_Anomaly_DISTORTEDPowerDemand1_9000_18485_18821.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-30-21,0.9830247,0.1,0.005952381,0.011235955,0.9991319,0.9491525,1.0,0.973913
anomaly_detection_mse_UCRA_045_UCR_Anomaly_DISTORTEDPowerDemand2_14000_23357_23717.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-31-08,0.97324216,0.018867924528301886,0.0027777778,0.004842615,0.9966146,0.8737864,1.0,0.93264246
anomaly_detection_mse_UCRA_046_UCR_Anomaly_DISTORTEDPowerDemand3_16000_23405_23477.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-32-06,0.9407552,0.0013351134846461949,0.013888889,0.0024360537,0.9458912,0.087804876,1.0,0.16143498
anomaly_detection_mse_UCRA_047_UCR_Anomaly_DISTORTEDPowerDemand4_18000_24005_24077.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-33-06,0.9357639,0.004451038575667656,0.041666668,0.008042895,0.94175345,0.09690444,1.0,0.17668712
anomaly_detection_mse_UCRA_048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-34-10,0.96315104,0.005319148936170213,0.010309278,0.007017544,0.975651,0.3415493,1.0,0.5091863
anomaly_detection_mse_UCRA_049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-34-47,0.9591146,0.0033222591362126247,0.06666667,0.006329114,0.9609375,0.04761905,1.0,0.09090909
anomaly_detection_mse_UCRA_050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-35-24,0.9872396,0.3333333333333333,0.010309278,0.02,0.9997396,0.97979796,1.0,0.9897959
anomaly_detection_mse_UCRA_051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-36-02,0.961849,0.0035087719298245615,0.1,0.006779661,0.96302086,0.034013607,1.0,0.065789476
anomaly_detection_mse_UCRA_052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-36-38,0.94635415,0.006289308176100629,0.020408163,0.009615385,0.95885414,0.23671497,1.0,0.3828125
anomaly_detection_mse_UCRA_053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-37-15,0.94227433,0.02702702702702703,0.0043290043,0.0074626864,0.9921875,0.8651685,1.0,0.92771083
anomaly_detection_mse_UCRA_054_UCR_Anomaly_DISTORTEDWalkingAceleration5_2700_5920_5979.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-37-49,0.9669271,0.014285714285714285,0.016949153,0.015503876,0.9820312,0.4609375,1.0,0.631016
anomaly_detection_mse_UCRA_055_UCR_Anomaly_DISTORTEDapneaecg2_10000_20950_21100.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-38-26,0.9913429,0.01020408163265306,0.006666667,0.008064516,0.99658644,0.60728747,1.0,0.7556675
anomaly_detection_mse_UCRA_056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-39-16,0.9631177,0.0008928571428571428,0.01,0.0016393443,0.96611553,0.082034454,1.0,0.15163003
anomaly_detection_mse_UCRA_057_UCR_Anomaly_DISTORTEDapneaecg4_6000_16000_16100.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-39-58,0.9861731,0.0028735632183908046,0.01,0.004464286,0.9892423,0.22371365,1.0,0.36563072
anomaly_detection_mse_UCRA_058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-40-41,0.9933136,0.008064516129032258,0.014705882,0.010416667,0.99567145,0.35602096,1.0,0.52509654
anomaly_detection_mse_UCRA_059_UCR_Anomaly_DISTORTEDgait1_20000_38500_38800.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-41-31,0.9872261,0.0036900369003690036,0.0033333334,0.003502627,0.99393857,0.5263158,1.0,0.6896552
anomaly_detection_mse_UCRA_060_UCR_Anomaly_DISTORTEDgait2_22000_46500_46800.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-42-39,0.97984093,0.0017574692442882249,0.0033333334,0.002301496,0.98679316,0.34562212,1.0,0.51369864
anomaly_detection_mse_UCRA_061_UCR_Anomaly_DISTORTEDgait3_24500_59900_60500.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-43-51,0.983098,0.012987012987012988,0.0016666667,0.0029542097,0.99809694,0.88757396,1.0,0.94043887
anomaly_detection_mse_UCRA_062_UCR_Anomaly_DISTORTEDgaitHunt1_18500_33070_33180.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-45-05,0.9951006,0.008771929824561403,0.009090909,0.008928572,0.9975062,0.49327356,1.0,0.6606607
anomaly_detection_mse_UCRA_063_UCR_Anomaly_DISTORTEDgaitHunt2_18500_31200_31850.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-46-13,0.9855226,0.2,0.003076923,0.006060606,0.99982345,0.98784196,1.0,0.9938838
anomaly_detection_mse_UCRA_064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-47-19,0.9800931,1.0,0.00625,0.0124223605,1.0,1.0,1.0,1.0
anomaly_detection_mse_UCRA_065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-48-37,0.95616317,0.0036363636363636364,0.033333335,0.006557377,0.9603588,0.098684214,1.0,0.17964073
anomaly_detection_mse_UCRA_066_UCR_Anomaly_DISTORTEDinsectEPG2_3700_8000_8025.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-49-14,0.97591144,0.008,0.04,0.013333334,0.9798177,0.16778524,1.0,0.28735632
anomaly_detection_mse_UCRA_067_UCR_Anomaly_DISTORTEDinsectEPG3_5200_7000_7050.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-49-52,0.96983504,0.01098901098901099,0.02,0.014184397,0.98046875,0.35714287,1.0,0.5263158
anomaly_detection_mse_UCRA_068_UCR_Anomaly_DISTORTEDinsectEPG4_1300_6508_6558.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-50-33,0.95454544,0.002976190476190476,0.02,0.005181347,0.9603456,0.12987013,1.0,0.22988506
anomaly_detection_mse_UCRA_069_UCR_Anomaly_DISTORTEDinsectEPG5_3200_8500_8501.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-51-07,0.00014467593,0.00014467592592592592,1.0,0.00028931,0.00014467593,0.00014467593,1.0,0.00028931
anomaly_detection_mse_UCRA_070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800.txt_Timer_UCRA_ftM_sl768_ll48_pl0_pl96_dm256_nh8_el4_dl1_df512_fc1_ebtimeF_dtTrue_test24-09-09_15-51-44,0.99546874,1.0,0.13,0.2300885,1.0,1.0,1.0,1.0
